latitude,longitude,altitude,geometry,station
1.324305759954445,103.73676813550871,10,Point,JURONG EAST
1.42368322803364,103.64376746955863,10,Point,ISKANDAR PUTERI
1.849595632654854,102.94923676508853,10,Point,BATU PAHAT
2.05674579220864,102.58530688849878,10,Point,MUAR
2.26495610663739,102.29047427059884,10,Point,AYER KEROH
2.71283558563786,101.94415602047174,10,Point,SEREMBAN
2.860060732009618,101.69345125276847,10,Point,SEPANG - PUTRAJAYA
3.115447676357006,101.7012268721636,10,Point,BANDAR MALAYSIA
